4.194000000000000000e+03,4.194000000000000000e+03,4.925000000000000000e+03,4.203000000000000000e+03,4.203000000000000000e+03,4.936000000000000000e+03,4.220000000000000000e+03,4.220000000000000000e+03,4.949000000000000000e+03,4.241000000000000000e+03,4.241000000000000000e+03,4.969000000000000000e+03,4.259000000000000000e+03,4.259000000000000000e+03,4.984000000000000000e+03,4.280000000000000000e+03,4.280000000000000000e+03,5.001000000000000000e+03,4.302000000000000000e+03,4.302000000000000000e+03,5.019000000000000000e+03,4.326000000000000000e+03,4.326000000000000000e+03,5.039000000000000000e+03,4.351000000000000000e+03,4.351000000000000000e+03,5.063000000000000000e+03,4.373000000000000000e+03,4.373000000000000000e+03,5.079000000000000000e+03,4.401000000000000000e+03,4.401000000000000000e+03,5.103000000000000000e+03,4.431000000000000000e+03,4.431000000000000000e+03,5.128000000000000000e+03,4.461000000000000000e+03,4.461000000000000000e+03,5.150000000000000000e+03,0.000000000000000000e+00
2.919000000000000000e+03,2.917000000000000000e+03,3.304000000000000000e+03,3.002000000000000000e+03,3.001000000000000000e+03,3.411000000000000000e+03,3.103000000000000000e+03,3.101000000000000000e+03,3.544000000000000000e+03,3.247000000000000000e+03,3.247000000000000000e+03,3.725000000000000000e+03,3.404000000000000000e+03,3.403000000000000000e+03,3.910000000000000000e+03,3.533000000000000000e+03,3.533000000000000000e+03,4.072000000000000000e+03,3.660000000000000000e+03,3.660000000000000000e+03,4.220000000000000000e+03,3.780000000000000000e+03,3.780000000000000000e+03,4.349000000000000000e+03,3.887000000000000000e+03,3.887000000000000000e+03,4.474000000000000000e+03,3.986000000000000000e+03,3.986000000000000000e+03,4.584000000000000000e+03,4.081000000000000000e+03,4.081000000000000000e+03,4.691000000000000000e+03,4.165000000000000000e+03,4.165000000000000000e+03,4.780000000000000000e+03,4.236000000000000000e+03,4.236000000000000000e+03,4.852000000000000000e+03,0.000000000000000000e+00
4.039000000000000000e+03,4.039000000000000000e+03,4.805000000000000000e+03,4.043000000000000000e+03,4.043000000000000000e+03,4.812000000000000000e+03,4.057000000000000000e+03,4.057000000000000000e+03,4.822000000000000000e+03,4.074000000000000000e+03,4.074000000000000000e+03,4.837000000000000000e+03,4.088000000000000000e+03,4.088000000000000000e+03,4.850000000000000000e+03,4.105000000000000000e+03,4.105000000000000000e+03,4.863000000000000000e+03,4.124000000000000000e+03,4.124000000000000000e+03,4.878000000000000000e+03,4.144000000000000000e+03,4.144000000000000000e+03,4.895000000000000000e+03,4.166000000000000000e+03,4.166000000000000000e+03,4.916000000000000000e+03,4.185000000000000000e+03,4.185000000000000000e+03,4.930000000000000000e+03,4.210000000000000000e+03,4.210000000000000000e+03,4.951000000000000000e+03,4.237000000000000000e+03,4.237000000000000000e+03,4.973000000000000000e+03,4.265000000000000000e+03,4.265000000000000000e+03,4.993000000000000000e+03,0.000000000000000000e+00
4.039000000000000000e+03,4.039000000000000000e+03,4.805000000000000000e+03,4.043000000000000000e+03,4.043000000000000000e+03,4.812000000000000000e+03,4.057000000000000000e+03,4.057000000000000000e+03,4.822000000000000000e+03,4.074000000000000000e+03,4.074000000000000000e+03,4.837000000000000000e+03,4.088000000000000000e+03,4.088000000000000000e+03,4.850000000000000000e+03,4.105000000000000000e+03,4.105000000000000000e+03,4.863000000000000000e+03,4.124000000000000000e+03,4.124000000000000000e+03,4.878000000000000000e+03,4.144000000000000000e+03,4.144000000000000000e+03,4.895000000000000000e+03,4.166000000000000000e+03,4.166000000000000000e+03,4.916000000000000000e+03,4.185000000000000000e+03,4.185000000000000000e+03,4.930000000000000000e+03,4.210000000000000000e+03,4.210000000000000000e+03,4.951000000000000000e+03,4.237000000000000000e+03,4.237000000000000000e+03,4.973000000000000000e+03,4.265000000000000000e+03,4.265000000000000000e+03,4.993000000000000000e+03,0.000000000000000000e+00
4.039000000000000000e+03,4.039000000000000000e+03,4.805000000000000000e+03,4.043000000000000000e+03,4.043000000000000000e+03,4.812000000000000000e+03,4.057000000000000000e+03,4.057000000000000000e+03,4.822000000000000000e+03,4.074000000000000000e+03,4.074000000000000000e+03,4.837000000000000000e+03,4.088000000000000000e+03,4.088000000000000000e+03,4.850000000000000000e+03,4.105000000000000000e+03,4.105000000000000000e+03,4.863000000000000000e+03,4.124000000000000000e+03,4.124000000000000000e+03,4.878000000000000000e+03,4.144000000000000000e+03,4.144000000000000000e+03,4.895000000000000000e+03,4.166000000000000000e+03,4.166000000000000000e+03,4.916000000000000000e+03,4.185000000000000000e+03,4.185000000000000000e+03,4.930000000000000000e+03,4.210000000000000000e+03,4.210000000000000000e+03,4.951000000000000000e+03,4.237000000000000000e+03,4.237000000000000000e+03,4.973000000000000000e+03,4.265000000000000000e+03,4.265000000000000000e+03,4.993000000000000000e+03,0.000000000000000000e+00
4.194000000000000000e+03,4.194000000000000000e+03,4.925000000000000000e+03,4.203000000000000000e+03,4.203000000000000000e+03,4.936000000000000000e+03,4.220000000000000000e+03,4.220000000000000000e+03,4.949000000000000000e+03,4.241000000000000000e+03,4.241000000000000000e+03,4.969000000000000000e+03,4.259000000000000000e+03,4.259000000000000000e+03,4.984000000000000000e+03,4.280000000000000000e+03,4.280000000000000000e+03,5.001000000000000000e+03,4.302000000000000000e+03,4.302000000000000000e+03,5.019000000000000000e+03,4.326000000000000000e+03,4.326000000000000000e+03,5.039000000000000000e+03,4.351000000000000000e+03,4.351000000000000000e+03,5.063000000000000000e+03,4.373000000000000000e+03,4.373000000000000000e+03,5.079000000000000000e+03,4.401000000000000000e+03,4.401000000000000000e+03,5.103000000000000000e+03,4.431000000000000000e+03,4.431000000000000000e+03,5.128000000000000000e+03,4.461000000000000000e+03,4.461000000000000000e+03,5.150000000000000000e+03,0.000000000000000000e+00
4.597000000000000000e+03,4.597000000000000000e+03,5.250000000000000000e+03,4.552000000000000000e+03,4.552000000000000000e+03,5.217000000000000000e+03,4.301000000000000000e+03,4.301000000000000000e+03,5.013000000000000000e+03,4.915000000000000000e+03,4.915000000000000000e+03,5.511000000000000000e+03,5.080000000000000000e+03,5.080000000000000000e+03,5.645000000000000000e+03,4.882000000000000000e+03,4.882000000000000000e+03,5.488000000000000000e+03,4.892000000000000000e+03,4.892000000000000000e+03,5.493000000000000000e+03,5.323000000000000000e+03,5.323000000000000000e+03,5.842000000000000000e+03,5.415000000000000000e+03,5.415000000000000000e+03,5.919000000000000000e+03,4.724000000000000000e+03,4.724000000000000000e+03,5.361000000000000000e+03,4.419000000000000000e+03,4.419000000000000000e+03,5.117000000000000000e+03,4.431000000000000000e+03,4.431000000000000000e+03,5.128000000000000000e+03,5.537000000000000000e+03,5.537000000000000000e+03,6.018000000000000000e+03,0.000000000000000000e+00
4.039000000000000000e+03,4.039000000000000000e+03,4.805000000000000000e+03,4.043000000000000000e+03,4.043000000000000000e+03,4.812000000000000000e+03,4.057000000000000000e+03,4.057000000000000000e+03,4.822000000000000000e+03,4.074000000000000000e+03,4.074000000000000000e+03,4.837000000000000000e+03,4.088000000000000000e+03,4.088000000000000000e+03,4.850000000000000000e+03,4.105000000000000000e+03,4.105000000000000000e+03,4.863000000000000000e+03,4.124000000000000000e+03,4.124000000000000000e+03,4.878000000000000000e+03,4.144000000000000000e+03,4.144000000000000000e+03,4.895000000000000000e+03,4.166000000000000000e+03,4.166000000000000000e+03,4.916000000000000000e+03,4.185000000000000000e+03,4.185000000000000000e+03,4.930000000000000000e+03,4.210000000000000000e+03,4.210000000000000000e+03,4.951000000000000000e+03,4.237000000000000000e+03,4.237000000000000000e+03,4.973000000000000000e+03,4.265000000000000000e+03,4.265000000000000000e+03,4.993000000000000000e+03,0.000000000000000000e+00
4.039000000000000000e+03,4.039000000000000000e+03,4.805000000000000000e+03,4.043000000000000000e+03,4.043000000000000000e+03,4.812000000000000000e+03,4.057000000000000000e+03,4.057000000000000000e+03,4.822000000000000000e+03,4.074000000000000000e+03,4.074000000000000000e+03,4.837000000000000000e+03,4.088000000000000000e+03,4.088000000000000000e+03,4.850000000000000000e+03,4.105000000000000000e+03,4.105000000000000000e+03,4.863000000000000000e+03,4.124000000000000000e+03,4.124000000000000000e+03,4.878000000000000000e+03,4.144000000000000000e+03,4.144000000000000000e+03,4.895000000000000000e+03,4.166000000000000000e+03,4.166000000000000000e+03,4.916000000000000000e+03,4.185000000000000000e+03,4.185000000000000000e+03,4.930000000000000000e+03,4.210000000000000000e+03,4.210000000000000000e+03,4.951000000000000000e+03,4.237000000000000000e+03,4.237000000000000000e+03,4.973000000000000000e+03,4.265000000000000000e+03,4.265000000000000000e+03,4.993000000000000000e+03,0.000000000000000000e+00
4.039000000000000000e+03,4.039000000000000000e+03,4.805000000000000000e+03,4.043000000000000000e+03,4.043000000000000000e+03,4.812000000000000000e+03,4.057000000000000000e+03,4.057000000000000000e+03,4.822000000000000000e+03,4.074000000000000000e+03,4.074000000000000000e+03,4.837000000000000000e+03,4.088000000000000000e+03,4.088000000000000000e+03,4.850000000000000000e+03,4.105000000000000000e+03,4.105000000000000000e+03,4.863000000000000000e+03,4.124000000000000000e+03,4.124000000000000000e+03,4.878000000000000000e+03,4.144000000000000000e+03,4.144000000000000000e+03,4.895000000000000000e+03,4.166000000000000000e+03,4.166000000000000000e+03,4.916000000000000000e+03,4.185000000000000000e+03,4.185000000000000000e+03,4.930000000000000000e+03,4.210000000000000000e+03,4.210000000000000000e+03,4.951000000000000000e+03,4.237000000000000000e+03,4.237000000000000000e+03,4.973000000000000000e+03,4.265000000000000000e+03,4.265000000000000000e+03,4.993000000000000000e+03,0.000000000000000000e+00
